"County, State",State,County Name,# per 100K,Calc Positive Severe Depression,Calc Total Depression Responses
"Kershaw, South Carolina",South Carolina,Kershaw,33,126,360
"Gallia, Ohio",Ohio,Gallia,33,49,134
"Lee, Kentucky",Kentucky,Lee,33,11,32
"Taylor, West Virginia",West Virginia,Taylor,33,23,53
"Sullivan, New Hampshire",New Hampshire,Sullivan,33,71,174
"Washington, Missouri",Missouri,Washington,33,36,81
"Lyman, South Dakota",South Dakota,Lyman,33,6,12
"Tuscola, Michigan",Michigan,Tuscola,33,88,248
"Noble, Oklahoma",Oklahoma,Noble,33,18,43
"Yamhill, Oregon",Oregon,Yamhill,33,182,533
"Medina, Ohio",Ohio,Medina,33,302,973
"Eaton, Michigan",Michigan,Eaton,33,194,563
"Meade, Kentucky",Kentucky,Meade,33,60,197
"Jefferson Davis, Mississippi",Mississippi,Jefferson Davis,33,22,50
"Cumberland, New Jersey",New Jersey,Cumberland,33,265,776
"Washakie, Wyoming",Wyoming,Washakie,33,13,36
"Montgomery, Mississippi",Mississippi,Montgomery,33,17,36
"Clinton, Pennsylvania",Pennsylvania,Clinton,33,59,193
"Beltrami, Minnesota",Minnesota,Beltrami,33,75,236
"Grundy, Missouri",Missouri,Grundy,33,16,35
"Mineral, West Virginia",West Virginia,Mineral,33,46,123
"Jones, Texas",Texas,Jones,33,63,174
"Porter, Indiana",Indiana,Porter,33,276,910
"Leelanau, Michigan",Michigan,Leelanau,33,63,175
"Leon, Florida",Florida,Leon,33,489,"1,669"
"Moffat, Colorado",Colorado,Moffat,33,22,62
"Ramsey, Minnesota",Minnesota,Ramsey,33,909,"3,208"
"Monroe, Tennessee",Tennessee,Monroe,33,79,205
"Fannin, Texas",Texas,Fannin,33,58,151
"Box Butte, Nebraska",Nebraska,Box Butte,33,18,43
"Whitfield, Georgia",Georgia,Whitfield,33,176,526
"Elkhart, Indiana",Indiana,Elkhart,33,342,"1,016"
"Columbia, Oregon",Oregon,Columbia,33,90,236
"Cass, Missouri",Missouri,Cass,33,175,502
"Luzerne, Pennsylvania",Pennsylvania,Luzerne,33,536,"1,584"
"Pendleton, West Virginia",West Virginia,Pendleton,33,10,36
"Franklin, Georgia",Georgia,Franklin,33,45,98
"Wayne, West Virginia",West Virginia,Wayne,33,68,169
"McIntosh, Oklahoma",Oklahoma,McIntosh,33,34,90
"Nolan, Texas",Texas,Nolan,33,26,65
"Livingston, Illinois",Illinois,Livingston,33,55,144
"Logan, Illinois",Illinois,Logan,33,46,117
"Cherokee, South Carolina",South Carolina,Cherokee,33,103,270
"Josephine, Oregon",Oregon,Josephine,33,147,382
"Harlan, Kentucky",Kentucky,Harlan,33,44,96
"Lincoln, Kentucky",Kentucky,Lincoln,33,36,92
"Wyoming, West Virginia",West Virginia,Wyoming,33,44,96
"Cleburne, Alabama",Alabama,Cleburne,33,27,64
"Jefferson, Kentucky",Kentucky,Jefferson,33,"1,296","4,051"
"Minidoka, Idaho",Idaho,Minidoka,33,36,97
"Kendall, Texas",Texas,Kendall,33,114,318
"Appanoose, Iowa",Iowa,Appanoose,33,21,65
"Morgan, Tennessee",Tennessee,Morgan,33,44,102
"Limestone, Alabama",Alabama,Limestone,33,165,471
"Skagit, Washington",Washington,Skagit,33,216,594
"Chester, South Carolina",South Carolina,Chester,33,54,152
"St. Mary's, Maryland",Maryland,St. Mary's,33,185,574
"Douglas, Minnesota",Minnesota,Douglas,33,59,287
"Morrow, Oregon",Oregon,Morrow,33,20,43
"McKean, Pennsylvania",Pennsylvania,McKean,33,66,210
"Lyon, Nevada",Nevada,Lyon,33,60,132
"Pend Oreille, Washington",Washington,Pend Oreille,33,21,48
"Maui, Hawaii",Hawaii,Maui,33,271,816
"Van Wert, Ohio",Ohio,Van Wert,33,39,124
"Cheyenne, Nebraska",Nebraska,Cheyenne,33,16,56
"Cass, Illinois",Illinois,Cass,33,22,59
"Newaygo, Michigan",Michigan,Newaygo,33,74,209
"Scott, Iowa",Iowa,Scott,33,288,908
"Knox, Illinois",Illinois,Knox,33,82,261
"Watauga, North Carolina",North Carolina,Watauga,33,95,317
"Carroll, Missouri",Missouri,Carroll,33,14,34
"Lawrence, Kentucky",Kentucky,Lawrence,33,27,67
"Cumberland, North Carolina",North Carolina,Cumberland,33,528,"1,641"
"Kosciusko, Indiana",Indiana,Kosciusko,33,129,391
"Jefferson, Idaho",Idaho,Jefferson,33,50,116
"Lynchburg, Virginia",Virginia,Lynchburg,33,77,279
"Stokes, North Carolina",North Carolina,Stokes,33,76,193
"Chemung, New York",New York,Chemung,33,133,380
"Pawnee, Oklahoma",Oklahoma,Pawnee,33,22,59
"Ellis, Texas",Texas,Ellis,33,336,"1,000"
"Richland, Wisconsin",Wisconsin,Richland,33,28,63
"Susquehanna, Pennsylvania",Pennsylvania,Susquehanna,33,72,182
"Catoosa, Georgia",Georgia,Catoosa,33,84,251
"Pike, Mississippi",Mississippi,Pike,33,68,175
"Lake of the Woods, Minnesota",Minnesota,Lake of the Woods,33,7,32
"Osceola, Iowa",Iowa,Osceola,33,10,23
"Polk, Iowa",Iowa,Polk,33,800,"2,617"
"Wyandotte, Kansas",Kansas,Wyandotte,33,262,888
"Lawrence, Indiana",Indiana,Lawrence,33,76,234
"Pontotoc, Mississippi",Mississippi,Pontotoc,33,53,156
"Johnson, Missouri",Missouri,Johnson,33,85,259
"Chesterfield, Virginia",Virginia,Chesterfield,33,634,"2,083"
"Sibley, Minnesota",Minnesota,Sibley,33,22,69
"Grundy, Illinois",Illinois,Grundy,33,61,163
"Newton, Georgia",Georgia,Newton,33,189,598
"Warren, Iowa",Iowa,Warren,33,82,278
"Logan, Kentucky",Kentucky,Logan,33,47,108
"Ringgold, Iowa",Iowa,Ringgold,33,7,27
"Fulton, Ohio",Ohio,Fulton,33,77,195
"Grenada, Mississippi",Mississippi,Grenada,33,36,90
"Williamson, Texas",Texas,Williamson,33,893,"2,903"
"Clarke, Iowa",Iowa,Clarke,33,16,44
"Cass, Michigan",Michigan,Cass,33,69,190
"Mohave, Arizona",Arizona,Mohave,33,348,850
"Grainger, Tennessee",Tennessee,Grainger,33,39,108
"Bonner, Idaho",Idaho,Bonner,33,74,184
"Washtenaw, Michigan",Michigan,Washtenaw,33,578,"2,164"
"Gladwin, Michigan",Michigan,Gladwin,33,49,143
"Dade, Missouri",Missouri,Dade,33,12,25
"Toole, Montana",Montana,Toole,33,8,18
"Garrard, Kentucky",Kentucky,Garrard,33,27,90
"Blount, Tennessee",Tennessee,Blount,33,207,639
"Oneida, New York",New York,Oneida,33,378,"1,076"
"Woodbury, Iowa",Iowa,Woodbury,33,158,491
"Mono, California",California,Mono,33,43,117
"White, Arkansas",Arkansas,White,32,125,347
"Lake, Indiana",Indiana,Lake,32,815,"2,520"
"Johnston, North Carolina",North Carolina,Johnston,32,287,873
"Tarrant, Texas",Texas,Tarrant,32,"3,258","10,030"
"Webster, Mississippi",Mississippi,Webster,32,19,40
"Cullman, Alabama",Alabama,Cullman,32,142,354
"Otoe, Nebraska",Nebraska,Otoe,32,25,75
"Park, Wyoming",Wyoming,Park,32,50,155
"Saline, Illinois",Illinois,Saline,32,37,95
"Presidio, Texas",Texas,Presidio,32,10,19
"Centre, Pennsylvania",Pennsylvania,Centre,32,265,905
"Jones, Iowa",Iowa,Jones,32,38,107
"Maury, Tennessee",Tennessee,Maury,32,209,641
"Ionia, Michigan",Michigan,Ionia,32,107,288
"Miller, Georgia",Georgia,Miller,32,10,24
"Winona, Minnesota",Minnesota,Winona,32,79,291
"Neosho, Kansas",Kansas,Neosho,32,26,73
"Madison, Alabama",Alabama,Madison,32,637,"2,019"
"Harrison, Ohio",Ohio,Harrison,32,23,50
"Bedford, Virginia",Virginia,Bedford,32,190,512
"San Juan, New Mexico",New Mexico,San Juan,32,194,511
"Gilmer, Georgia",Georgia,Gilmer,32,49,108
"Perry, Arkansas",Arkansas,Perry,32,17,44
"Monroe, Wisconsin",Wisconsin,Monroe,32,74,202
"Harrison, Iowa",Iowa,Harrison,32,24,64
"Jefferson, Colorado",Colorado,Jefferson,32,972,"3,146"
"Pendleton, Kentucky",Kentucky,Pendleton,32,21,48
"Oconee, Georgia",Georgia,Oconee,32,62,212
"Iron, Missouri",Missouri,Iron,32,15,40
"Valley, Montana",Montana,Valley,32,12,44
"Peach, Georgia",Georgia,Peach,32,63,192
"Logan, Arkansas",Arkansas,Logan,32,36,92
"Hamilton, Indiana",Indiana,Hamilton,32,543,"1,947"
"Frederick, Maryland",Maryland,Frederick,32,460,"1,512"
"Franklin, Florida",Florida,Franklin,32,19,45
"Cumberland, Tennessee",Tennessee,Cumberland,32,94,253
"Clinton, Michigan",Michigan,Clinton,32,137,405
"Steuben, Indiana",Indiana,Steuben,32,57,172
"Houston, Tennessee",Tennessee,Houston,32,13,37
"Oconee, South Carolina",South Carolina,Oconee,32,127,350
"Canyon, Idaho",Idaho,Canyon,32,376,"1,147"
"Larimer, Colorado",Colorado,Larimer,32,563,"1,795"
"Saginaw, Michigan",Michigan,Saginaw,32,304,912
"Eastland, Texas",Texas,Eastland,32,30,71
"Carver, Minnesota",Minnesota,Carver,32,165,549
"Perry, Pennsylvania",Pennsylvania,Perry,32,78,206
"Albemarle, Virginia",Virginia,Albemarle,32,254,913
"Midland, Michigan",Michigan,Midland,32,130,423
"Guernsey, Ohio",Ohio,Guernsey,32,60,180
"Clay, Indiana",Indiana,Clay,32,44,136
"Lowndes, Mississippi",Mississippi,Lowndes,32,96,253
"Los Alamos, New Mexico",New Mexico,Los Alamos,32,9,35
"Crow Wing, Minnesota",Minnesota,Crow Wing,32,100,343
"Kern, California",California,Kern,32,"1,447","3,897"
"Seminole, Oklahoma",Oklahoma,Seminole,32,41,144
"Aroostook, Maine",Maine,Aroostook,32,109,329
"Hillsborough, New Hampshire",New Hampshire,Hillsborough,32,680,"2,174"
"Lake, Ohio",Ohio,Lake,32,373,"1,093"
"Fayette, Kentucky",Kentucky,Fayette,32,518,"1,892"
"Hancock, Mississippi",Mississippi,Hancock,32,64,183
"Hancock, Illinois",Illinois,Hancock,32,30,84
"Leslie, Kentucky",Kentucky,Leslie,32,16,36
"Jackson, Oklahoma",Oklahoma,Jackson,32,40,103
"Dallas, Iowa",Iowa,Dallas,32,166,608
"Prince William, Virginia",Virginia,Prince William,32,781,"2,484"
"Marshall, Oklahoma",Oklahoma,Marshall,32,25,65
"Seneca, New York",New York,Seneca,32,50,130
"Montgomery, Texas",Texas,Montgomery,32,993,"3,009"
"Rockcastle, Kentucky",Kentucky,Rockcastle,32,23,67
"Brazoria, Texas",Texas,Brazoria,32,632,"1,990"
"Fayette, Illinois",Illinois,Fayette,32,35,114
"Davidson, Tennessee",Tennessee,Davidson,32,"1,159","3,853"
"Niagara, New York",New York,Niagara,32,340,"1,040"
"Volusia, Florida",Florida,Volusia,32,905,"2,457"
"Marion, Ohio",Ohio,Marion,32,106,298
"Frederick, Virginia",Virginia,Frederick,32,145,398
"St. Johns, Florida",Florida,St. Johns,32,453,"1,430"
"Richland, Montana",Montana,Richland,32,19,65
"Erath, Texas",Texas,Erath,32,68,192
"Columbia, Pennsylvania",Pennsylvania,Columbia,32,116,364
"Marshall, Kentucky",Kentucky,Marshall,32,50,123
"Cowlitz, Washington",Washington,Cowlitz,32,183,540
"Del Norte, California",California,Del Norte,32,44,117
"Shasta, California",California,Shasta,32,279,804
"Butte, South Dakota",South Dakota,Butte,32,17,55
"Marion, Kansas",Kansas,Marion,32,18,51
"Wharton, Texas",Texas,Wharton,32,67,192
"Washington, Nebraska",Nebraska,Washington,32,31,104
"Seminole, Florida",Florida,Seminole,32,774,"2,406"
"Buchanan, Virginia",Virginia,Buchanan,32,34,84
"Storey, Nevada",Nevada,Storey,32,45,178
"Fluvanna, Virginia",Virginia,Fluvanna,32,40,112
"Berrien, Michigan",Michigan,Berrien,32,263,773
"Hillsdale, Michigan",Michigan,Hillsdale,32,72,196
"Daviess, Indiana",Indiana,Daviess,32,49,133
"Clay, Iowa",Iowa,Clay,32,26,99
"Blair, Pennsylvania",Pennsylvania,Blair,32,200,557
"Union, Illinois",Illinois,Union,32,26,62
"Jefferson, Ohio",Ohio,Jefferson,32,106,305
"Howell, Missouri",Missouri,Howell,32,64,181
"Matagorda, Texas",Texas,Matagorda,32,58,164
"Clinton, New York",New York,Clinton,32,126,371
"Burke, North Carolina",North Carolina,Burke,32,127,338
"Lyon, Kansas",Kansas,Lyon,32,52,192
"Cherry, Nebraska",Nebraska,Cherry,32,13,35
"Lincoln, Tennessee",Tennessee,Lincoln,32,63,154
"Covington, Alabama",Alabama,Covington,32,62,166
"Butler, Pennsylvania",Pennsylvania,Butler,32,319,930
"Dorchester, South Carolina",South Carolina,Dorchester,32,258,789
"Flagler, Florida",Florida,Flagler,32,184,510
"Lee, Alabama",Alabama,Lee,32,266,773
"Union, Georgia",Georgia,Union,32,39,107
"San Patricio, Texas",Texas,San Patricio,32,118,308
"Fountain, Indiana",Indiana,Fountain,32,30,76
"Roseau, Minnesota",Minnesota,Roseau,32,24,79
"Pima, Arizona",Arizona,Pima,32,"1,623","5,050"
"Will, Illinois",Illinois,Will,32,"1,104","3,560"
"Elmore, Alabama",Alabama,Elmore,32,149,395
"Pushmataha, Oklahoma",Oklahoma,Pushmataha,32,17,43
"Nez Perce, Idaho",Idaho,Nez Perce,32,69,198
"Graham, North Carolina",North Carolina,Graham,32,13,26
"Forsyth, Georgia",Georgia,Forsyth,32,296,966
"Riverside, California",California,Riverside,32,"3,866","11,176"
"Marion, Oregon",Oregon,Marion,32,559,"1,697"
"Salem, New Jersey",New Jersey,Salem,32,105,294
"Lincoln, Louisiana",Louisiana,Lincoln,32,79,212
"Nueces, Texas",Texas,Nueces,32,513,"1,459"
"Jasper, Texas",Texas,Jasper,32,55,133
"New Castle, Delaware",Delaware,New Castle,32,899,"3,150"
"Burnet, Texas",Texas,Burnet,32,65,153
"Bates, Missouri",Missouri,Bates,32,23,57
"Baldwin, Georgia",Georgia,Baldwin,32,66,187
"Wicomico, Maryland",Maryland,Wicomico,32,167,484
"Crawford, Ohio",Ohio,Crawford,32,43,110
"Washington, Maryland",Maryland,Washington,32,252,674
"Carroll, Virginia",Virginia,Carroll,32,34,93
"Finney, Kansas",Kansas,Finney,32,60,140
"Flathead, Montana",Montana,Flathead,32,158,486
"Franklin, Missouri",Missouri,Franklin,32,179,516
"Santa Rosa, Florida",Florida,Santa Rosa,32,292,817
"Codington, South Dakota",South Dakota,Codington,32,45,163
"Kinney, Texas",Texas,Kinney,32,5,12
"Lawrence, Illinois",Illinois,Lawrence,32,24,66
"Sanilac, Michigan",Michigan,Sanilac,32,69,178
"Poinsett, Arkansas",Arkansas,Poinsett,32,37,110
"Strafford, New Hampshire",New Hampshire,Strafford,32,208,650
"Union, South Dakota",South Dakota,Union,32,22,53
"Bourbon, Kentucky",Kentucky,Bourbon,32,30,98
"Barren, Kentucky",Kentucky,Barren,32,64,183
"Jersey, Illinois",Illinois,Jersey,32,39,97
"Adams, Indiana",Indiana,Adams,32,56,149
"Merrick, Nebraska",Nebraska,Merrick,32,12,34
"Bossier, Louisiana",Louisiana,Bossier,32,199,591
"Smith, Texas",Texas,Smith,32,344,"1,018"
"Livingston, New York",New York,Livingston,32,95,255
"Anderson, Kentucky",Kentucky,Anderson,32,37,127
"Terry, Texas",Texas,Terry,32,18,36
"Ohio, West Virginia",West Virginia,Ohio,32,74,229
"Yakima, Washington",Washington,Yakima,32,366,"1,061"
"McNairy, Tennessee",Tennessee,McNairy,32,47,117
"Comal, Texas",Texas,Comal,32,160,467
"Sullivan, Indiana",Indiana,Sullivan,32,33,80
"Allen, Ohio",Ohio,Allen,32,173,538
"Cleveland, North Carolina",North Carolina,Cleveland,32,168,482
"Hampshire, Massachusetts",Massachusetts,Hampshire,32,245,837
"Bedford, Tennessee",Tennessee,Bedford,31,79,209
"Escambia, Florida",Florida,Escambia,31,516,"1,548"
"Galveston, Texas",Texas,Galveston,31,585,"1,882"
"Fremont, Wyoming",Wyoming,Fremont,31,62,198
"St. Louis, Minnesota",Minnesota,St. Louis,31,303,"1,063"
"Pinal, Arizona",Arizona,Pinal,31,817,"2,361"
"Hawaii, Hawaii",Hawaii,Hawaii,31,318,"1,025"
"Boone, West Virginia",West Virginia,Boone,31,32,82
"Barton, Missouri",Missouri,Barton,31,18,52
"Big Stone, Minnesota",Minnesota,Big Stone,31,8,34
"Iredell, North Carolina",North Carolina,Iredell,31,297,890
"Livingston, Michigan",Michigan,Livingston,31,312,928
"Brooke, West Virginia",West Virginia,Brooke,31,29,73
"Ector, Texas",Texas,Ector,31,232,588
"Okmulgee, Oklahoma",Oklahoma,Okmulgee,31,64,204
"Pickaway, Ohio",Ohio,Pickaway,31,89,237
"Coweta, Georgia",Georgia,Coweta,31,231,763
"Forsyth, North Carolina",North Carolina,Forsyth,31,564,"1,803"
"Roanoke, Virginia",Virginia,Roanoke,31,332,"1,074"
"Franklin, Ohio",Ohio,Franklin,31,"2,056","6,769"
"Hamilton, Ohio",Ohio,Hamilton,31,"1,314","4,290"
"Richmond, Georgia",Georgia,Richmond,31,316,930
"Erie, Ohio",Ohio,Erie,31,123,362
"Milwaukee, Wisconsin",Wisconsin,Milwaukee,31,"1,462","4,746"
"Clearwater, Idaho",Idaho,Clearwater,31,13,28
"Pasco, Florida",Florida,Pasco,31,844,"2,417"
"Polk, Florida",Florida,Polk,31,"1,140","3,200"
"Columbia, Wisconsin",Wisconsin,Columbia,31,91,269
"Harford, Maryland",Maryland,Harford,31,407,"1,311"
"Estill, Kentucky",Kentucky,Estill,31,22,52
"Medina, Texas",Texas,Medina,31,72,175
"New Hanover, North Carolina",North Carolina,New Hanover,31,359,"1,159"
"Lander, Nevada",Nevada,Lander,31,9,18
"Berkeley, West Virginia",West Virginia,Berkeley,31,194,594
"Routt, Colorado",Colorado,Routt,31,39,125
"Umatilla, Oregon",Oregon,Umatilla,31,125,386
"Hardy, West Virginia",West Virginia,Hardy,31,21,65
"Ottawa, Ohio",Ohio,Ottawa,31,60,139
"Fisher, Texas",Texas,Fisher,31,5,12
"Venango, Pennsylvania",Pennsylvania,Venango,31,92,239
"Lucas, Ohio",Ohio,Lucas,31,665,"2,075"
"Kane, Illinois",Illinois,Kane,31,712,"2,197"
"Comanche, Oklahoma",Oklahoma,Comanche,31,189,562
"Lynn, Texas",Texas,Lynn,31,7,16
"Jefferson, Arkansas",Arkansas,Jefferson,31,105,331
"Clarendon, South Carolina",South Carolina,Clarendon,31,46,112
"Vermilion, Louisiana",Louisiana,Vermilion,31,82,189
"Linn, Missouri",Missouri,Linn,31,14,32
"Douglas, Oregon",Oregon,Douglas,31,173,507
"Ozaukee, Wisconsin",Wisconsin,Ozaukee,31,144,480
"Goodhue, Minnesota",Minnesota,Goodhue,31,77,241
"Douglas, Colorado",Colorado,Douglas,31,557,"1,941"
"Sumner, Kansas",Kansas,Sumner,31,46,117
"Pittsburg, Oklahoma",Oklahoma,Pittsburg,31,64,170
"Otsego, New York",New York,Otsego,31,107,352
"Wood, Wisconsin",Wisconsin,Wood,31,118,373
"Hernando, Florida",Florida,Hernando,31,297,775
"Windsor, Vermont",Vermont,Windsor,31,91,292
"Union, Arkansas",Arkansas,Union,31,61,155
"Costilla, Colorado",Colorado,Costilla,31,8,36
"Nodaway, Missouri",Missouri,Nodaway,31,33,120
"Antrim, Michigan",Michigan,Antrim,31,37,107
"McPherson, Kansas",Kansas,McPherson,31,48,122
"Lee, Illinois",Illinois,Lee,31,54,157
"Kane, Utah",Utah,Kane,31,12,31
"Chatham, Georgia",Georgia,Chatham,31,467,"1,426"
"Arkansas, Arkansas",Arkansas,Arkansas,31,27,59
"Hood, Texas",Texas,Hood,31,100,249
"Travis, Texas",Texas,Travis,31,"2,095","7,304"
"Braxton, West Virginia",West Virginia,Braxton,31,21,61
"Mingo, West Virginia",West Virginia,Mingo,31,37,85
"Manassas, Virginia",Virginia,Manassas,31,77,252
"Warren, Indiana",Indiana,Warren,31,13,38
"Emanuel, Georgia",Georgia,Emanuel,31,39,114
"Churchill, Nevada",Nevada,Churchill,31,76,249
"Adams, Ohio",Ohio,Adams,31,51,139
"Scott, Minnesota",Minnesota,Scott,31,219,746
"Hanover, Virginia",Virginia,Hanover,31,233,791
"Jackson, Missouri",Missouri,Jackson,31,"1,116","3,522"
"Candler, Georgia",Georgia,Candler,31,19,58
"San Joaquin, California",California,San Joaquin,31,"1,168","3,221"
"Granite, Montana",Montana,Granite,31,8,20
"Bradford, Pennsylvania",Pennsylvania,Bradford,31,96,283
"Goochland, Virginia",Virginia,Goochland,31,74,199
"Rockingham, Virginia",Virginia,Rockingham,31,197,675
"Brown, Texas",Texas,Brown,31,59,175
"Warren, Pennsylvania",Pennsylvania,Warren,31,57,162
"Douglas, Nebraska",Nebraska,Douglas,31,902,"3,335"
"Coos, New Hampshire",New Hampshire,Coos,31,48,140
"Tulare, California",California,Tulare,31,772,"2,334"
"Arenac, Michigan",Michigan,Arenac,31,21,50
"Kent, Michigan",Michigan,Kent,31,"1,009","3,323"
"Ohio, Kentucky",Kentucky,Ohio,31,38,97
"Kankakee, Illinois",Illinois,Kankakee,31,168,473
"Pike, Kentucky",Kentucky,Pike,31,89,232
"Citrus, Florida",Florida,Citrus,31,239,621
"Baxter, Arkansas",Arkansas,Baxter,31,68,168
"Columbia, Arkansas",Arkansas,Columbia,31,34,84
"Franklin, Mississippi",Mississippi,Franklin,31,11,19
"Cobb, Georgia",Georgia,Cobb,31,"1,188","4,112"
"Van Zandt, Texas",Texas,Van Zandt,31,101,264
"Coos, Oregon",Oregon,Coos,31,100,275
"Douglas, Illinois",Illinois,Douglas,31,26,76
"Wright, Missouri",Missouri,Wright,31,32,110
"Hughes, Oklahoma",Oklahoma,Hughes,31,21,48
"Fort Bend, Texas",Texas,Fort Bend,31,"1,227","4,100"
"LaSalle, Illinois",Illinois,LaSalle,31,165,482
"Hunt, Texas",Texas,Hunt,31,139,369
"Brown, South Dakota",South Dakota,Brown,31,59,225
"Warrick, Indiana",Indiana,Warrick,31,103,353
"Monroe, Mississippi",Mississippi,Monroe,31,46,116
"Branch, Michigan",Michigan,Branch,31,69,194
"Wilkes, Georgia",Georgia,Wilkes,31,15,42
"Chippewa, Michigan",Michigan,Chippewa,31,57,172
"Guthrie, Iowa",Iowa,Guthrie,31,19,66
"Russell, Virginia",Virginia,Russell,31,37,101
"Rankin, Mississippi",Mississippi,Rankin,31,240,767
"Colfax, New Mexico",New Mexico,Colfax,31,19,62
"Tillamook, Oregon",Oregon,Tillamook,31,42,120
"McLennan, Texas",Texas,McLennan,31,384,"1,145"
"Pulaski, Arkansas",Arkansas,Pulaski,31,600,"1,812"
"Rolette, North Dakota",North Dakota,Rolette,31,19,65
"Jackson, Texas",Texas,Jackson,31,22,58
"Cabarrus, North Carolina",North Carolina,Cabarrus,31,349,"1,108"
"Washington, Vermont",Vermont,Washington,31,92,358
"Pitt, North Carolina",North Carolina,Pitt,31,268,877
"Jo Daviess, Illinois",Illinois,Jo Daviess,31,33,108
"Jackson, Oregon",Oregon,Jackson,31,340,"1,000"
"McIntosh, Georgia",Georgia,McIntosh,31,17,44
"Alachua, Florida",Florida,Alachua,31,447,"1,550"
"Denver, Colorado",Colorado,Denver,31,"1,096","3,953"
"Walthall, Mississippi",Mississippi,Walthall,31,16,31
"Albany, New York",New York,Albany,31,497,"1,656"
"Iosco, Michigan",Michigan,Iosco,31,39,117
"Cherokee, Georgia",Georgia,Cherokee,31,435,"1,333"
"Treutlen, Georgia",Georgia,Treutlen,31,8,27
"Stark, Illinois",Illinois,Stark,31,9,24
"Orange, Florida",Florida,Orange,31,"2,157","6,718"
"York, South Carolina",South Carolina,York,31,434,"1,550"
"Knox, Ohio",Ohio,Knox,31,97,263
"Union, North Carolina",North Carolina,Union,31,367,"1,281"
"Florence, South Carolina",South Carolina,Florence,31,222,594
"Lake, Tennessee",Tennessee,Lake,31,11,29
"Marshall, Tennessee",Tennessee,Marshall,31,53,134
"Spencer, Kentucky",Kentucky,Spencer,31,27,73
"Sauk, Wisconsin",Wisconsin,Sauk,31,98,270
"Jefferson, Wisconsin",Wisconsin,Jefferson,31,117,353
"Woods, Oklahoma",Oklahoma,Woods,31,14,36
"Westmoreland, Pennsylvania",Pennsylvania,Westmoreland,31,554,"1,721"
"Grant, Arkansas",Arkansas,Grant,31,24,95
"Muskegon, Michigan",Michigan,Muskegon,31,270,797
"Rapides, Louisiana",Louisiana,Rapides,31,196,649
"Bourbon, Kansas",Kansas,Bourbon,31,22,65
"Washington, Minnesota",Minnesota,Washington,31,384,"1,363"
"Decatur, Georgia",Georgia,Decatur,31,44,96
"Washington, Iowa",Iowa,Washington,30,30,80
"Adams, Mississippi",Mississippi,Adams,30,45,127
"Berkshire, Massachusetts",Massachusetts,Berkshire,30,196,635
"Washington, Pennsylvania",Pennsylvania,Washington,30,344,"1,043"
"Moore, Texas",Texas,Moore,30,28,61
"Ochiltree, Texas",Texas,Ochiltree,30,15,44
"Labette, Kansas",Kansas,Labette,30,28,85
"Wilson, Texas",Texas,Wilson,30,73,205
"Poquoson, Virginia",Virginia,Poquoson,30,19,78
"Duval, Florida",Florida,Duval,30,"1,514","4,688"
"Lamar, Texas",Texas,Lamar,30,76,185
"Crosby, Texas",Texas,Crosby,30,8,21
"O'Brien, Iowa",Iowa,O'Brien,30,14,33
"Carroll, Arkansas",Arkansas,Carroll,30,44,132
"Turner, South Dakota",South Dakota,Turner,30,13,35
"Yuba, California",California,Yuba,30,126,357
"Jackson, Michigan",Michigan,Jackson,30,244,721
"Warren, Virginia",Virginia,Warren,30,62,196
"Wakulla, Florida",Florida,Wakulla,30,52,136
"Sagadahoc, Maine",Maine,Sagadahoc,30,56,178
"Lamoille, Vermont",Vermont,Lamoille,30,41,137
"Bracken, Kentucky",Kentucky,Bracken,30,12,30
"Monroe, Michigan",Michigan,Monroe,30,247,776
"Rockingham, North Carolina",North Carolina,Rockingham,30,149,409
"Kerr, Texas",Texas,Kerr,30,78,201
"Hyde, North Carolina",North Carolina,Hyde,30,12,34
"Walker, Texas",Texas,Walker,30,118,356
"Bibb, Georgia",Georgia,Bibb,30,217,611
"Delaware, Iowa",Iowa,Delaware,30,31,86
"Wayne, Georgia",Georgia,Wayne,30,45,119
"Troup, Georgia",Georgia,Troup,30,99,275
"Crawford, Michigan",Michigan,Crawford,30,17,52
"Ray, Missouri",Missouri,Ray,30,30,79
"Glynn, Georgia",Georgia,Glynn,30,128,395
"Lauderdale, Mississippi",Mississippi,Lauderdale,30,113,394
"Summit, Utah",Utah,Summit,30,68,220
"Buncombe, North Carolina",North Carolina,Buncombe,30,401,"1,284"
"Concordia, Louisiana",Louisiana,Concordia,30,26,79
"Wichita, Texas",Texas,Wichita,30,168,481
"Refugio, Texas",Texas,Refugio,30,10,23
"Johnson, Kansas",Kansas,Johnson,30,910,"3,213"
"Tama, Iowa",Iowa,Tama,30,23,64
"Dunklin, Missouri",Missouri,Dunklin,30,43,126
"Lewis, Washington",Washington,Lewis,30,127,334
"Perry, Indiana",Indiana,Perry,30,27,93
"Archuleta, Colorado",Colorado,Archuleta,30,20,46
"Todd, South Dakota",South Dakota,Todd,30,13,36
"Tioga, New York",New York,Tioga,30,74,210
"Meigs, Tennessee",Tennessee,Meigs,30,26,78
"Haskell, Kansas",Kansas,Haskell,30,7,20
"Honolulu, Hawaii",Hawaii,Honolulu,30,"1,521","5,358"
"Klickitat, Washington",Washington,Klickitat,30,33,91
"Erie, Pennsylvania",Pennsylvania,Erie,30,412,"1,273"
"Benson, North Dakota",North Dakota,Benson,30,8,21
"Putnam, West Virginia",West Virginia,Putnam,30,79,243
"Roscommon, Michigan",Michigan,Roscommon,30,39,96
